得意先[    100]-[ 200000] ＊＊ 得意先ﾌﾟﾙｰﾌﾘｽﾄ ＊＊ DATE : 2025/05/22(13:51),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
得意先CD,得意先名ｶﾅ,得意先名,得意先(略),郵便番号,住所1,住所2,E-mail,備考,電話番号,FAX番号,担当者CD,担当者名,請求先CD,売上区分,税区分(売掛),税端数(売掛),税区分(現金),税端数(現金),締ｸﾞﾙｰﾌﾟ,合計請求書,請求明細書,入金予定日,入金方法,単価管理,単価ｸﾞﾙｰﾌﾟ,掛率,金額端数,登録日,最終更新日
30737,ショータイム,株式会社ショータイム,株式会社ｼｮｰﾀｲﾑ,436-0001,静岡県掛川市東山1172-3,,,,090-5604-1406,,690,金城,30737,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/3/30,2024/2/17
30741,シブシカンコウトクサンヒンキョウカイ,志布志市観光特産品協会（卸販売用）,志布志市観光特産品協,899-7103,鹿児島県志布志市志布志町志布志2丁目28-11,,,,099-472-7030,,690,金城,30741,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/4/7,2024/9/5
30742,マゴコロオンラインショップタキビ,まごころオンラインショップたきび,まごころオンラインシ,861-8045,熊本県熊本市東区小山1-7-7 サン・スナッグ東-1,,,,096-349-7101,096-349-7101,690,金城,30742,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,3,2021/4/7,2023/10/2
30743,エヌ・エス・ライフコー,株式会社 エヌ・エス・ライフコーポレーション,株式会社 エヌ・エス,104-0028,東京都中央区八重洲2-2-1東京ミッドタウン八重洲八重洲セントラ,ルタワー9階東邦ホ－ルディングス(株)経理事務センター楢橋様宛,,,090-8940-9187,03-5539-1903,690,金城,30743,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/4/7,2024/2/17
30745,コバヤシジンセイメン,株式会社 小林甚製麺,株式会社 小林甚製麺,859-2212,長崎県南島原市西有家町須川388,,,,0957-82-2224,0957-82-8644,690,金城,30745,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/4/13,2024/2/17
30746,ティーモードアカツキ,TEA Mode 曉,TEA Mode 曉,277-0084,千葉県柏市新柏3-16-24,,,,090-3098-3463,,690,金城,30746,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/4/28,2023/10/2
30749,ホッコウボクジョウ,有限会社 北広牧場,有限会社 北広牧場,081-0038,北海道上川郡新得町字新得基線85-13,,,,0156-64-3047,,95,林(香),30749,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/5/12,2024/2/17
30750,シブシシショウコウカイ,志布志市商工会,志布志市商工会,899-7103,鹿児島県志布志市志布志町志布志3225番5,,,,099-472-1108,,95,林(香),30750,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/5/12,2023/10/2
30751,ハッチョウボリウラオニカイ,八丁堀うらおにかい,八丁堀うらおにかい,104-0032,東京都中央区八丁堀4丁目13-7,,,,03-6222-8636,,95,林(香),30751,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/5/12,2023/10/2
30752,ツジリチャホ,株式会社 辻利茶舗,株式会社 辻利茶舗,802-0006,福岡県北九州市小倉北区魚町3-2-19,,,,093-521-6514,,94,堀口(崇),30752,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/5/12,2023/10/2
30753,マッチャラテメディア,株式会社 Matcha Latte Media,株式会社 Matcha Latt,141-0022,東京都品川区東五反田5-20-9-102,,,,090-9200-8538,,98,ラファエル,30753,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/5/14,2023/10/2
30754,テハートホールディングス,てはーとホールディングス株式会社,てはーとホールディン,102-0094,東京都千代田区紀尾井町4-1 新紀尾井町ビル3F,,,,03-5276-3800,,690,金城,30754,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2021/5/28,2024/9/5
30755,ティアンドナルシス,Tea＆Narcissus,Tea&Narcissus,,Gabriela Prieto Carrer de Conca 36 4-4 Barcelona 08041 Spain,,,,34-691849335,,98,ラファエル,30755,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,3,2021/6/5,2023/10/2
30756,スシトワインサンチャモニカ,寿司とワイン サンチャモニカ,寿司とﾜｲﾝ ｻﾝﾁｬﾓﾆｶ,154-0004,東京都世田谷区太子堂4丁目23-11　GEMS三軒茶屋B1F,,,,03-6805-2998,03-6805-2998,95,林(香),30756,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,3,2021/6/10,2023/10/2
30757,コウエキシャダンホウジンシンオオスミセイ,公益社団法人  新大隅青年会議所,公益社団法人  新大青,,鹿児島県志布志市志布志町志布志2242-3,,,,099-473-2378,,95,林(香),30757,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/6/21,2023/10/2
30759,ナナハチキカク,ナナハチ企画,ナナハチ企画,899-7309,鹿児島県曽於郡大崎町井俣847-3,,,,080-3392-2254,,690,金城,30759,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/6/25,2023/10/2
30760,ケーダブリュースプレッデ,株式会社KWSpreading,株式会社KWSpreading,807-0825,福岡県北九州市八幡西区折尾4丁目35-28オリケンJS16 201号,,,,092-260-3748,,94,堀口(崇),30760,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/6/26,2024/2/17
30761,ネットタワー,株式会社ネットタワー,株式会社ネットタワー,173-0004,東京都板橋区板橋1-49-1板橋センタービル2階,,,,03-6906-7713,,91,下平,30761,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/6/26,2024/2/17
30762,サンヨウドウ,株式会社三洋堂,株式会社三洋堂,105-0004,東京都港区新橋1-18-14,,,,03-3500-3545,,690,金城,30762,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/6/26,2024/2/17
30764,キュウシュウアイランドワーク,九州アイランドワーク株式会社,九州アイランドワーク,880-0806,宮崎県宮崎市広島1丁目12番17号　,,,,050-3550-5336,,95,林(香),30764,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/7/14,2024/9/5
30765,マコセキヤ,maaco関谷,maaco関谷,167-0043,東京都杉並区上荻4-18-5-101,,,,090-9399-9283,,95,林(香),30765,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/7/14,2023/10/2
30766,ヨミウリコウコクセイブ,株式会社　読売広告西部,株式会社読売広告西部,810-0042,福岡県福岡市中央区赤坂1-16-5-5F,読売新聞西部本社内　本部,,,092-741-8972,,95,林(香),30766,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,3,2021/7/18,2023/10/2
30767,ナンカイショクヒン,南海食品株式会社,南海食品株式会社,891-0131,鹿児島市谷山三丁目4番17号,,,,099-262-3666,,690,金城,30767,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/7/21,2024/9/5
30769,ニッポンヤ,NIPPON-YA GmbH,NIPPON-YA GmbH,,Faulmanngasse 5 1040 Wien Austria,,,, +43-1-5861084,,91,下平,30769,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/8/26,2023/10/2
30770,ニホンチャソクシンキョウギカイ,日本茶輸出促進協議会,日本茶輸出促進協議会,105-0021,東京都港区東新橋２－８－５　東京茶業会館5階,,,,03-3434-2001,,91,下平,30770,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/10/1,2023/10/2
30771,セキカグ,株式会社関家具,株式会社関家具,831-0033,福岡県大川市幡保201-1,,,,0944-87-3258,,95,林(香),30771,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/10/3,2024/2/17
30772,マッチャムード,Matchamood,Matchamood,,Miguel Macias MartruzCdla. Sauces 2 Mz F 114 Villa 34.,Guayas-GuayaquilGUAYAQUIL 090101 Ecuador,,,5.93992E+11,,98,ラファエル,30772,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,9 その他,1 個別単価,,,3,2021/10/18,2023/10/2
30775,フライデーアフターヌウンティ,Friday afternoon tea,Friday afternoon tea,,Friday Eliott 4228 Stone Way N Seattle　 WA 98103 Etats-Un,,,,+1 206-420-2798,,98,ラファエル,30775,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/10/28,2023/10/2
30776,ボンサイチャ,Bonsai Cha,Bonsai Cha,,Bonsai Cha Inc. 81044 St.Peter’s road East Canada,,,,8098121112,,98,ラファエル,30776,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,3,2021/11/11,2023/10/2
30778,ミツコシイセタン,株式会社三越伊勢丹,株式会社三越伊勢丹,160-0023,東京都新宿区西新宿3-2-5 三越伊勢丹西新宿ビル,,,,03-3352-1111,,95,林(香),30778,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,20,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/11/22,2024/2/17
30779,ハンキュウヒャッカテン,株式会社博多阪急百貨店,株式会社博多阪急百貨,812-0012,福岡県福岡市博多区博多駅中央街1-1,,,,06-6361-1381,,95,林(香),30779,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,1,2021/11/22,2024/2/17
30780,ナベヤサクラ,鍋家さくら,鍋家さくら,,,,,,,,95,林(香),30780,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2021/11/22,2023/10/2
30781,トヨスギョショウサンチョクイチバ,株式会社豊洲漁商産直市場産直センター,株式会社豊洲漁商産直,144-0033,東京都大田区東糀谷1-21-6,第1松原ビル2F,,エー・ピーカンパニーの子会社,03-5735-1937,,95,林(香),30781,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,3,2021/12/11,2024/2/17
30782,ギビングマン,株式会社Giving man,株式会社Giving man,810-0014,福岡県福岡市中央区平尾5丁目9-7-301号室,,,今後名前変更有(スライヴカンパニー),092-707-3898,,95,林(香),30782,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,3,2021/12/11,2024/2/17
30785,ダイジュ,株式会社大寿,株式会社大寿（大野屋,211-0036,神奈川県川崎市中原区井田杉山町31-18,,,,044-798-0802,044-798-0812,95,林(香),30785,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2022/1/12,2024/2/17
30786,マルリン,Marulin　Limited,Marulin Limited,,71-75 Shelton Street London WC2H 9JQ United Kingdom,,,,+44 7778 602 325,,98,ラファエル,30786,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,9 その他,1 個別単価,,,3,2022/1/19,2023/10/2
30787,ヨシエン,YoshiEn,YoshiEn,,Potsdamer Stre.83 10785 Berlin,,,旧 Sunday Natural　,+44 7778 602 326,,98,ラファエル,30787,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2022/2/5,2024/2/17
30788,スライヴカンパニー,株式会社スライヴカンパニー,株式会社スライヴカン,272-0144,千葉県市川市新井2-15-21,,,,047-712-7905,047-712-7906,95,林(香),30788,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2022/2/18,2024/2/17
30789,ティーアンドエヌネットサービス,T&Nネットサービス株式会社,T&Nﾈｯﾄｻｰﾋﾞｽ株式会社,223-0056,神奈川県横浜市港北区新吉田町533,,,,045-590-5345,045-590-5346,95,林(香),30789,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2022/3/1,2024/9/5
30790,ケンコティ,Kenko Tea,Kenko Tea,,606 / 60-66 Islington StCollingwood 3066,,,,475065693,,98,ラファエル,30790,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2022/3/2,2023/10/2
30791,テラスタ,株式会社テラスタ,株式会社テラスタ,885-0071,宮崎県都城市中町17街区2号,,,旧(株)センターシティーマネジメント,0986-77-0418,,95,林(香),30791,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,3,2022/3/16,2024/2/17
30793,ティーリザ,Tea Lisa,Tea Lisa,,Elisa DarinVia Farini 6 (43) 20154 Milano ITALIA,,,,＋39 3476293788,,98,ラファエル,30793,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2022/3/25,2023/10/2
30794,モチ,MOCHI,MOCHI,,OMK GmbHNicole DimantPraterstrase 161020 Wien,,,,+43 664 1273028,,98,ラファエル,30794,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2022/3/29,2023/10/2
30795,ヤツカフェ,ヤツカフェ,ヤツカフェ,275-0026,千葉県習志野市谷津5-10-10,,,,050-3697-8222,,690,金城,30795,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,3,2022/3/31,2023/10/2
30796,ケイ,炯 kei,炯 kei,377-1711,群馬県吾妻郡草津町草津297　株式会社 金みどり,,,,0279-82-1800,0279-82-1801,690,金城,30796,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,2,2022/4/9,2023/10/10
30797,シュンラク,SHUN RAKU,SHUN RAKU,167-0043,東京都杉並区上荻2-39-14園田ビル 1F,,,,03-6426-0088,03-6915-0634,95,林(香),30797,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2022/4/17,2023/10/2
30798,ボックス,Bokksu株式会社,Bokkus株式会社,105-6415,東京都港区虎ノ門1丁目17番1号虎ノ門ヒルズビジネスタワ－15階,,,,03-6908-6933,03-6908-6933,690,金城,30798,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,3 振込,1 個別単価,,,3,2022/4/19,2024/9/5
30799,ティアンドエムフーズ,株式会社ティアンドエムフーズ,株式会社ティアンドエ,890-0053,鹿児島県鹿児島市中央町13-6-307,,,,099-296-7704,,95,林(香),30799,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2022/4/24,2024/2/17
30800,ヤマダスイサンカブシキガイシャシブシコウ,山田水産株式会社志布志工場 うなぎの駅ショップ,山田水産株式会社志布,899-7103,鹿児島件志布志市志布志町志布志1286-8,,,,099-478-8200,,690,金城,30800,1 売掛,1 締時一括,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2022/5/5,2023/10/2
30801,ヴァレオフティ,Valley of Tea,Valley of Tea,,BVBA Valley of TeaDuinenabdijstraat 48000 Brugge Belgium,,,,32498285537,,98,ラファエル,30801,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2022/5/30,2023/10/2
30802,ウィム キズマン,Wim keesman,Wim keesman,,Prieel 178401 Gorredijk Netherlands,,,,+31 6 1530 9767,,98,ラファエル,30802,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2022/5/30,2023/10/2
30803,ルセクルデュテ,Le cercle du the,Le cercle du the,,TChaThe SarlRue Perdtemps 3b1260 Nyon Switzerland,,,,+44 7778 602 325,,98,ラファエル,30803,1 売掛,4 無処理,3 切り上げ,4 無処理,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2022/5/30,2025/4/28
30804,ブルーリバー(バスケットリー),ブルーリバー株式会社,ﾌﾞﾙｰﾘﾊﾞｰ株式会社,899-7103,鹿児島県曽於郡志布志町志布志3-20-24,サンライズロードビル101,,店名basketry,099-401-5896,,690,金城,30804,1 売掛,2 伝票単位,3 切り上げ,2 伝票単位,3 切り上げ,31,印刷する,印刷する,0ヶ月後 0日払,1 現金,1 個別単価,,,3,2022/5/31,2023/10/2
